"","TICKER","CIK","CONAME"
"4374","ESPD",1094831,"ESPEED INC"
"4377","ESRX",885721,"EXPRESS SCRIPTS INC"
"4382","ESS",920522,"ESSEX PROPERTY TRUST INC"
"4383","ESS",920522,"ESSEX PROPERTY TRUST"
"4384","ESST",907410,"ESS TECHNOLOGY INC"
"4387","ESV",314808,"ENERGY SERVICE COMPANY INC"
"4388","ESV",314808,"E N S C O INTERNATIONAL INC"
"4391","ESV",314808,"ENSCO INTERNATIONAL INC"
"4394","ESY",30875,"E SYSTEMS INC"
"4396","ET",1015780,"E TRADE GROUP INC"
"4397","ET",1015780,"E TRADE FINANCIAL CORP"
"4399","ETEC",851397,"E T E C SYSTEMS INC"
"4401","ETH",896156,"ETHAN ALLEN INTERIORS INC"
"4406","ETM",1067837,"ENTERCOM COMMUNICATIONS CORP"
"4409","ETN",31277,"EATON CORP"
"4417","ETR",65984,"ENTERGY CORP"
"4419","ETR",65984,"ENTERGY CORP NEW"
"4425","ETS",846909,"ENTERASYS NETWORKS INC"
"4428","ETW",764403,"E TOWN CORP"
"4430","EUA",31224,"EASTERN UTILITIES ASSOC"
"4435","EV",350797,"EATON VANCE CORP"
"4436","EVC",1109116,"ENTRAVISION COMMUNICATIONS CORP"
"4437","EVC",1109116,"ENTRAVISION COMMUNICATION"
"4438","EVG",353943,"EVERGREEN RESOURCES INC"
"4439","EVI",1170565,"E V I INC"
"4440","EW",1099800,"EDWARDS LIFESCIENCES CORP"
"4442","EW",1099800,"EDWARDS LIFESCIENCES CORPORATION"
"4443","EWBC",1069157,"EAST WEST BANCORP INC"
"4445","EWSCA",832428,"SCRIPPS E W CO"
"4446","EXAR",753568,"EXAR CORP"
"4448","EXAR",753568,"EXAR CORPORATION"
"4449","EXBD",1066104,"CORPORATE EXECUTIVE BOARD CO"
"4450","EXBD",1066104,"CORPORATE EXECUTIVE BOARD CO THE"
"4451","EXBT",855109,"EXABYTE CORP"
"4456","EXC",740868,"EXCEL INDUSTRIES INC"
"4457","EXC",1109357,"EXELON CORP"
"4460","EXDS",1013740,"EXODUS COMMUNICATIONS INC"
"4461","EXEL",939767,"EXELIXIS INC"
"4463","EXP",918646,"EAGLE MATERIALS INC"
"4464","EXPD",746515,"EXPEDITORS INTERNATIONAL WA INC"
"4466","EXPD",746515,"EXPEDITORS INTERNATIONAL OF WASHINGTON INC"
"4469","EXTR",1078271,"EXTREME NETWORKS INC"
"4472","EY",1282637,"ETHYL CORP"
"4478","EYE",1168335,"ADVANCED MEDICAL OPTICS INC"
"4479","EYE",1008114,"BENSON EYECARE CORP"
"4480","EYE",837991,"VISX INC"
"4482","F",37996,"FORD MOTOR CO DEL"
"4487","F",37996,"FORD MOTOR CO"
"4490","FA",9779,"FAIRCHILD CORP"
"4495","FABC",1281761,"FIRST ALABAMA BANCSHARES INC"
"4497","FABK",36703,"FIRST OF AMERICA BANK CORP"
"4498","FAF",36047,"FIRST AMERICAN FINANCIAL CORP"
"4500","FAF",36047,"FIRST AMERICAN CORP"
"4503","FAHS",830055,"FARM & HOME FINANCIAL CORP"
"4505","FAM",36068,"FIRST AMERICAN CORP"
"4506","FARM",34563,"FARMER BROS CO"
"4507","FAST",815556,"FASTENAL COMPANY"
"4510","FAST",815556,"FASTENAL CO"
"4513","FATN",36068,"FIRST AMERICAN CORP TN"
"4517","FBAI",938348,"FOODBRANDS AMERICA INC"
"4518","FBAN",37808,"FNB CORP"
"4519","FBAN",37808,"F N B CORP"
"4520","FBC",1033012,"FLAGSTAR BANCORP INC"
"4522","FBF",50341,"FLEETBOSTON FINANCIAL CORP"
"4524","FBH",752180,"HALL FRANK B & CO INC"
"4525","FBN",50957,"FURNITURE BRANDS INTL INC"
"4527","FBN",50957,"FURNITURE BRANDS INTERNATIONAL INC"
"4530","FBO",34891,"FEDERAL PAPER BOARD INC"
"4533","FBOH",354869,"FIRST BANCORPORATION OHIO INC"
"4535","FBP",1057706,"FIRST BANCORP PUERTO RICO"
"4537","FBR",797320,"FIRST BRANDS CORP"
"4540","FBR",1209028,"FRIEDMAN BILLINGS RAMSEY GROUP INC"
"4542","FBS",36104,"FIRST BANK SYSTEM INC"
"4545","FC",886206,"FRANKLIN COVEY CO"
"4549","FCA",34151,"FABRI CENTERS AMERICA INC"
"4551","FCAA",34151,"FABRI CENTERS OF AMERICA INC"
"4552","FCB",37931,"FOOTE CONE & BELDING COMCTNS INC"
"4554","FCBN",37755,"FURON CO"
"4555","FCE",38067,"FOREST CITY ENTERPRISES INC"
"4556","FCEA",38067,"FOREST CITY ENTERPRISES INC"
"4558","FCF",712537,"FIRST COMMONWEALTH FINANCIAL CORP"
"4560","FCH",719520,"FIRST CAPITAL HLDGS CORP"
"4561","FCI",276189,"FAIRFIELD COMMUNITIES INC"
"4562","FCLR",316769,"FIRST COMMERCIAL CORP"
"4563","FCN",887936,"FTI CONSULTING INC"
"4565","FCN",70040,"FIRST CHICAGO N B D CORP"
"4566","FCNCA",798941,"FIRST CITIZENS BANCSHARES"
"4567","FCOA",18508,"FOREMOST CORP AMERICA"
"4570","FCOM",36204,"FIRST COMMERCE CORP NEW ORLEANS"
"4574","FCOM",1059130,"FOCAL COMMUNICATIONS CORP"
"4575","FCS",1036960,"FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC"
"4578","FCX",831259,"FREEPORT MCMORAN COPPER & GD INC"
"4580","FCX",831259,"FREEPORT MCMORAN COPPER & GOLD INC"
"4583","FCY",37755,"FURON CO"
"4586","FD",794367,"FEDERATED DEPT STORES INC DEL"
"4589","FD",794367,"FEDERATED DEPARTMENT STORES INC"
"4592","FDC",883980,"FIRST DATA CORP"
"4598","FDLN",37912,"FOOD LION INC"
"4599","FDLNA",37912,"FOOD LION INC"
"4601","FDLNB",37912,"FOOD LION INC"
"4602","FDO",34408,"FAMILY DOLLAR STORES INC"
"4609","FDO",34408,"FAMILY DOLLAR STORES"
"4610","FDRY",1090071,"FOUNDRY NETWORKS INC"
"4613","FDS",1013237,"FACTSET RESEARCH SYSTEMS INC"
"4616","FDX",1048911,"FEDERAL EXPRESS CORP"
"4619","FDX",1048911,"F D X CORP"
"4621","FDX",1048911,"FEDEX CORP"
"4623","FDX",1048911,"FEDEX CORPORATION"
"4624","FE",1031296,"FIRSTENERGY CORP"
"4628","FE",1031296,"FIRSTENERGY CORPORATION"
"4629","FED",810536,"FIRSTFED FINANCIAL CORP"
"4632","FEET",918111,"JUST FOR FEET INC"
"4634","FEIC",914329,"FEI CO"
"4635","FEIC",914329,"FEI COMPANY"
"4636","FELE",38725,"FRANKLIN ELECTRIC"
"4637","FEN",946140,"FORCENERGY INC"
"4638","FES",36270,"FIRST EMPIRE STATE CORP"
"4642","FEXC",36288,"FIRST EXECUTIVE CORP DEL"
"4643","FFB",823870,"FIRST FIDELITY BANCORP NEW"
"4646","FFBC",708955,"FIRST FINANCIAL BANCORP OH"
"4649","FFBK",315168,"FIRST FLORIDA BANKS INC"
"4650","FFC",776867,"FUND AMERICAN COS INC"
"4651","FFC",776867,"FUND AMERICAN ENTRPRS HLDGS INC"
"4654","FFEX",39273,"FROZEN FOOD EXPRESS INDS INC"
"4656","FFEX",39273,"FROZEN FOOD EXPRESS INDUSTRIES INC"
"4657","FFG",1012771,"FBL FINANCIAL GROUP INC"
"4658","FFHC",735553,"FIRST FINANCIAL CORP WI"
"4661","FFIV",1048695,"F5 NETWORKS INC"
"4662","FFM",36326,"FIRST FINANCIAL MANAGEMENT CORP"
"4665","FFOM",846492,"FIRSTFED MICHIGAN CORP"
"4668","FG",354396,"U S F & G CORP"
"4672","FGCI",929941,"FAMILY GOLF CENTERS INC"
"4673","FGE",37248,"FITCHBURG GAS & ELEC LT CO"
"4674","FGH",1039780,"FRIEDE GOLDMAN HALTER INC"
"4675","FH",859493,"FOUNDATION HEALTH CORP"
"4676","FHCC",812910,"FIRST HEALTH GROUP CORP"
"4680","FHN",36966,"FIRST HORIZON NATIONAL CORP"
"4681","FHPC",793499,"F H P INTERNATIONAL CORP"
"4683","FHRX",1106773,"FIRST HORIZON PHARMACEUTICAL CORP"
"4685","FHS",916085,"FOUNDATION HEALTH SYSTEMS INC"
"4687","FHT",740126,"FINGERHUTS COMPANIES INC"
"4689","FHWN",36377,"FIRST HAWAIIAN INC"
"4693","FI",5611,"FINA INC"
"4696","FIC",814547,"FAIR ISAAC & CO INC"
"4700","FIC",814547,"FAIR ISAAC CORP"
"4701","FIF",854711,"FINANCIAL FEDERAL CORP"
"4703","FIGI",720032,"FIGGIE INTERNATIONAL INC DEL"
"4704","FIGIA",720032,"FIGGIE INTERNATIONAL INC DEL"
"4707","FII",1056288,"FEDERATED INVESTORS INC"
"4709","FILE",706015,"FILENET CORP"
"4714","FINL",886137,"FINISH LINE INC"
"4717","FINL",886137,"THE FINISH LINE INC"
"4718","FIS",314464,"FISCHBACH CORP"
"4719","FISV",798354,"FISERV INC"
"4726","FIT",34136,"F A B INDUSTRIES INC"
"4728","FIT",34136,"FAB INDUSTRIES INC"
"4729","FITB",35527,"FIFTH THIRD BANCORP"
"4737","FJ",53117,"FORT JAMES CORP"
"4739","FJC",744106,"FEDDERS CORP"
"4744","FJQ",744106,"FEDDERS CORP"
"4747","FKM",37743,"FLUKE JOHN MFG INC"
"4749","FL",850209,"FOOT LOCKER INC"
"4751","FLA",740796,"FLORIDA EAST COAST IND INC"
"4756","FLA",740796,"FLORIDA EAST COAST INDUSTRIES INC"
"4758","FLA",740796,"FLORIDA EAST COAST INDUSTRIES"
"4759","FLC",1045361,"R & B FALCON CORP"
"4761","FLD",35469,"FIELDCREST CANNON INC"
"4764","FLD",35469,"FIELDCREST CANNON"
"4765","FLE",314132,"FLEETWOOD ENTERPRISES INC"
"4773","FLFE",914931,"FLORIDA FEDERAL SAVINGS BANK"
"4774","FLIR",354908,"FLIR SYSTEMS INC"
"4776","FLK",37743,"FLUKE CORP"
"4778","FLM",352949,"FLEMING COMPANIES INC"
"4783","FLM",352949,"FLEMING COS INC"
"4784","FLO",1128928,"FLOWERS INDUSTRIES INC"
"4789","FLO",1128928,"FLOWERS FOODS INC"
"4792","FLOW",713002,"FLOW INTERNATIONAL CORP"
"4796","FLP",276558,"FLOATING POINT SYS INC"
"4797","FLR",1124198,"FLUOR CORP"
"4800","FLR",37748,"FLUOR CORP"
"4805","FLS",30625,"FLOWSERVE CORP"
"4810","FLT",50341,"FLEET FINANCIAL GROUP INC NEW"
"4814","FLWS",1084869,"1 800 FLOWERS COM"
"4815","FM",807882,"FOODMAKER INC"
"4817","FMBI",702325,"FIRST MIDWEST BANCORP"
"4818","FMBI",702325,"FIRST MIDWEST BANCORP INC"
"4821","FMC",37785,"F M C CORP"
"4826","FMC",37785,"FMC CORP"
"4829","FMER",354869,"FIRSTMERIT CORP"
"4835","FMKT",949968,"FREEMARKETS INC"
"4837","FMO",34879,"FEDERAL MOGUL CORP"
"4843","FMT",38984,"FREMONT GENERAL CORP"
"4850","FMXI",912908,"FOAMEX INTERNATIONAL INC"
"4855","FMY",1043273,"MEYER FRED INC DEL"
"4858","FNB",37808,"FNB CORP PA"
"4859","FNB",36161,"FIRST CHICAGO CORP"
"4862","FNBP",1010961,"FNB CORPORATION VA"
"4863","FNF",809398,"FIDELITY NATIONAL FINANCIAL INC"
"4868","FNFG",1051741,"FIRST NIAGARA FINANCIAL GROUP"
"4869","FNFG",1051741,"FIRST NIAGARA FINANCIAL GROUP INC"
"4870","FNG",50341,"FLEET NORSTAR FINANCIAL GRP INC"
"4871","FNM",310522,"FEDERAL NATIONAL MORTGAGE ASSN"
"4875","FNM",310522,"FANNIE MAE"
"4879","FNQ",886206,"FRANKLIN QUEST CO"
"4880","FNSR",1094739,"FINISAR CORP"
"4882","FNV",883701,"FINOVA GROUP INC"
"4884","FO",789073,"FORTUNE BRANDS INC"
"4889","FOA",36703,"FIRST OF AMERICA BANK CORP"
"4892","FOB",1074530,"BOYDS COLLECTION LTD"
"4894","FOE",35214,"FERRO CORP"
"4902","FOM",18508,"FOREMOST CORP AMERICA"
"4904","FON",101830,"SPRINT CORP"
"4910","FORB",734370,"FORTUNE BANCORP"
"4911","FORE",920000,"FORE SYSTEMS INC"
"4912","FORF",734370,"FORTUNE FINANCIAL GROUP INC"
"4913","FOSL",883569,"FOSSIL INC"
"4916","FOUR",33939,"FORUM GROUP INC"
"4917","FOX",716644,"FOXMEYER HEALTH CORP"
"4918","FOX",1068002,"FOX ENTERTAINMENT GROUP INC"
"4920","FOX",38563,"FOXBORO CO"
"4921","FP",37115,"FISCHER & PORTER CO"
"4922","FPC",357261,"FLORIDA PROGRESS CORP"
"4927","FPL",753308,"F P L GROUP INC"
"4932","FPL",753308,"FPL GROUP INC"
"4935","FPP",876317,"FISHER PRICE INC"
"4936","FQA",39547,"FUQUA INDUSTRIES INC"
"4937","FQA",39547,"ACTAVA GROUP INC"
"4938","FR",921825,"FIRST INDUSTRIAL REALTY TRUST INC"
"4940","FRC",1132979,"FIRST REPUBLIC BANK"
"4941","FRC",1132979,"FIRST REPUBLIC BANK SAN FRANCISCO"
"4942","FRE",1026214,"FEDERAL HOME LOAN MORTGAGE CORP"
"4948","FRE",1026214,"FREDDIE MAC"
"4949","FRED",724571,"FRED'S INC"
"4951","FRK",37651,"FLORIDA ROCK INDS INC"
"4956","FRK",37651,"FLORIDA ROCK INDUSTRIES INC"
"4959","FRM",1026601,"FIRST MISSISSIPPI CORP"
"4962","FRMT",38984,"FREMONT GENERAL CORP"
"4963","FRNT",921929,"FRONTIER AIRLINES INC"
"4965","FRO",84567,"FRONTIER CORP"
"4968","FRT",34903,"FEDERAL REALTY INVESTMENT TRUST"
"4970","FRTH",38475,"FOURTH FINANCIAL CORP"
"4973","FRTZ",890662,"FRITZ COMPANIES INC"
"4975","FRX",38074,"FOREST LABS INC"
"4980","FRX",38074,"FOREST LABORATORIES INC"
"4983","FSA",913357,"FINANCIAL SEC ASSRN HLDGS LTD"
"4985","FSB",1038773,"FINANCIAL CORP SANTA BARBARA"
"4986","FSCO",312367,"FIRST SECURITY CORP DE"
"4991","FSH",880430,"FISHER SCIENTIFIC INTERNATIONAL"
"4992","FSH",880430,"FISHER SCIENTIFIC INTL INC"
"4994","FSH",880430,"FISHER SCIENTIFIC INTERNATIONAL INC"
"4997","FSI",37481,"FLIGHT SAFETY INTL INC"
"5000","FSL",1272547,"FREESCALE SEMICONDUCTOR INC"
"5001","FSR",37076,"FIRSTAR CORP NEW"
"5005","FSR",1074023,"FIRSTAR CORP"
"5006","FSS",277509,"FEDERAL SIGNAL CORP"
"5014","FST",38079,"FOREST OIL CORP"
"5016","FSTRA",352825,"FOSTER L B CO"
"5019","FTEN",36966,"FIRST TENNESSEE NATIONAL CORP"
"5024","FTI",1135152,"FMC TECHNOLOGIES INC"
"5026","FTIL",36398,"FIRST ILLINOIS CORP"
"5027","FTL",771298,"FRUIT OF THE LOOM INC"
"5031","FTN",36966,"FIRST TENNESSEE NATIONAL CORP"
"5033","FTO",110430,"FRONTIER OIL CORP"
"5037","FTR",797496,"FRONTIER INSURANCE GROUP INC"
"5040","FTS",1011308,"FOOTSTAR INC"
"5044","FTU",36995,"FIRST UNION CORP"
"5049","FTUS",813775,"FACTORY 2 U STORES INC"
"5051","FTX",351116,"FREEPORT MCMORAN INC"
"5055","FUL",39368,"H B FULLER CO"
"5056","FUL",39368,"FULLER H B CO"
"5057","FULL",39368,"FULLER H B CO"
"5062","FULL",39368,"HB FULLER CO"
"5063","FULT",700564,"FULTON FINANCIAL CORP"
"5066","FUR",37008,"FIRST UNION REAL EST EQ & MG INV"
"5069","FVB",37032,"FIRST VIRGINIA BANKS INC"
"5075","FVF",830141,"FINEVEST FOODS INC"
"5076","FW",774203,"FIRST WACHOVIA CORP"
"5077","FWC",1130385,"FOSTER WHEELER CORP"
"5082","FWF",34489,"FAR WEST FINL CORP"
"5083","FWRD",912728,"FORWARD AIR CORP"
"5085","FWRD",912728,"FORWARD AIR CORPORATION"
"5086","FYII",936931,"F Y I INC"
"5087","G",41499,"GILLETTE CO"
"5093","G",884219,"GREYHOUND DIAL CORP"
"5094","GAC",715355,"GULFSTREAM AEROSPACE CORP NEW"
"5096","GAL",751968,"GALOOB LEWIS TOYS INC"
"5098","GAL",751968,"GALOOB TOYS INC"
"5099","GAM",40417,"GENERAL AMERICAN INVESTORS INC"
"5101","GAMI",43287,"GREAT AMERICAN MGMT & INVT INC"
"5104","GAP",43300,"GREAT ATLANTIC & PAC TEA INC"
"5109","GAP",43300,"GREAT ATLANTIC & PACIFIC TEA CO INC"
"5111","GAP",43300,"GREAT ATLANTIC & PACIFIC TEA CO"
"5112","GART",749251,"GARTNER GROUP INC"
"5113","GAS",72020,"NICOR INC"
"5121","GATE",895812,"GATEWAY 2000 INC"
"5122","GB",1114483,"WILSON GREATBATCH TECHNOLOGIES INC"
"5123","GB",1114483,"GREATBATCH INC"
"5124","GBBK",775473,"GREATER BAY BANCORP"
"5127","GBCB",351710,"GBC BANCORP"
"5128","GBCOA",43920,"GRIEF BROS CORP"
"5129","GBCOA",43920,"GREIF BROS CORP"
"5130","GBE",216039,"GRUBB & ELLIS CO"
"5132","GBFE",790706,"GOLDEN BOOKS FAMILY ENT INC"
"5133","GBND",40461,"GENERAL BINDING CORP"
"5140","GBP",913782,"GABLES RESIDENTIAL TRUST"
"5141","GCCO",861459,"GRANITE CONSTRUCTION INC"
"5142","GCI",39899,"GANNETT INC"
"5147","GCI",39899,"GANNETT CO INC"
"5150","GCN",40493,"GENERAL CINEMA CORP"
"5151","GCN",40493,"HARCOURT GENERAL INC"
"5152","GCO",18498,"GENESCO INC"
"5160","GCR",812700,"GAYLORD CONTAINER CORP IL"
"5161","GCX",912295,"G C COS INC"
"5164","GD",40533,"GENERAL DYNAMICS CORP"
"5172","GDC",40518,"GENERAL DATACOMM INDS INC"
"5176","GDI",916459,"GARDNER DENVER INC"
"5180","GDM",858448,"GOLDOME BUFFALO N Y"
"5181","GDMK",778709,"GOODMARK FOODS INC"
"5182","GDT",929987,"GUIDANT CORP"
"5187","GDV",771934,"GENERAL DEVELOPMENT CORP NEW"
"5188","GDW",42293,"GOLDEN WEST FINANCIAL CORP"
"5196","GDYS",879123,"GOODY'S FAMILY CLOTHING INC"
"5199","GDYS",879123,"GOODY"
"5200","GE",40545,"GENERAL ELECTRIC CO"
"5208","GEB",41130,"GERBER PRODUCTS CO"
"5210","GEC",277795,"G E I C O CORP"
"5213","GEF",43920,"GREIF INC"
"5215","GEMS",808918,"GLENAYRE TECHNOLOGIES INC"
"5218","GEN",40972,"GENRAD INC"
"5223","GENI",731336,"GENETICS INSTITUTE INC"
"5224","GENIZ",731336,"GENETICS INSTITUTE INC"
"5226","GENZ",732485,"GENZYME CORP"
"5233","GET",1040829,"GAYLORD ENTERTAINMENT CO NEW"
"5235","GET",1040829,"GAYLORD ENTERTAINMENT CO"
"5237","GET",1040829,"GAYLORD ENTERTAINMENT"
"5238","GETY",1047202,"GETTY IMAGES INC"
"5239","GFC",41336,"GIBRALTAR FINANCIAL CORP"
"5240","GFD",44471,"GUILFORD MILLS INC"
"5246","GFF",50725,"GRIFFON CORP"
"5251","GFR",894651,"GREAT AMERICAN FINANCIAL RESOURCES INC"
"5254","GFSA",41289,"GIANT FOOD INC"
"5257","GGC",805264,"GEORGIA GULF CORP"
"5265","GGG",42888,"GRACO INC"
"5272","GGO",824590,"GETCHELL GOLD CORP"
"5273","GGP",895648,"GENERAL GROWTH PROPERTIES INC"
"5276","GGUY",785931,"GOOD GUYS INC"
"5278","GH",40638,"GENERAL HOST CORP"
"5281","GHV",874265,"GENESIS HEALTH VENTURES INC"
"5283","GI",856465,"GIANT INDUSTRIES INC"
"5284","GIBG",717829,"GIBSON GREETINGS INC"
"5289","GIC",1035881,"GENERAL INSTRUMENT CORP NEW"
"5290","GIC",1035881,"GENERAL INSTRUMENT CORP"
"5291","GIDL",851588,"GIDDINGS & LEWIS INC WIS"
"5293","GILD",882095,"GILEAD SCIENCES INC"
"5298","GIS",40704,"GENERAL MILLS INC"
"5306","GISX",1050167,"GLOBAL IMAGING SYSTEMS INC"
"5308","GIT",837912,"GITANO GROUP INC"
"5310","GIX",887941,"GLOBAL INDUSTRIAL TECHS INC"
"5312","GKSRA",39648,"G & K SERVICES INC"
"5314","GKSRA",39648,"G&K SERVICES INC"
"5316","GLB",929454,"GLENBOROUGH REALTY TRUST INC"
"5318","GLBC",814184,"GREAT LAKES BANCORP FSB"
"5320","GLBL",895663,"GLOBAL INDUSTRIES LTD"
"5324","GLC",1039300,"GALILEO INTERNATIONAL INC"
"5326","GLDB",1015610,"GOLD BANC CORP INC"
"5327","GLDN",1089874,"GOLDEN TELECOM INC"
"5328","GLK",43362,"GREAT LAKES CHEM CORP"
"5333","GLK",43362,"GREAT LAKES CHEMICAL CORP"
"5335","GLM",1038914,"GLOBAL MARINE INC"
"5340","GLN",774488,"GLENFED INC"
"5342","GLN",820899,"GLENDALE FEDERAL BANK FSB"
"5343","GLT",41719,"GLATFELTER P H CO"
"5348","GLT",41719,"GLATFELTER"
"5350","GLT",41719,"P H GLATFELTER COMPANY"
"5351","GLW",24741,"CORNING INC"
"5359","GLYT",833076,"GENLYTE GROUP INC THE"
"5360","GM",40730,"GENERAL MOTORS CORP"
"5368","GME",1326380,"GAMESTOP CORP"
"5369","GML",945114,"GLOBAL DIRECTMAIL CORP"
"5370","GMP",43704,"GREEN MOUNTAIN PWR CORP"
"5375","GMP",43704,"GREEN MOUNTAIN POWER CORP"
"5378","GMST",923282,"GEMSTAR TV GUIDE INTERNATIONAL INC"
"5380","GMT",40211,"G A T X CORP"
"5385","GMT",40211,"GATX CORP"
"5388","GNA",318771,"GENENTECH INC"
"5389","GNC",44358,"GUARANTY NATIONAL CORP NEW"
"5390","GNCI",880120,"GENERAL NUTRITION COS INC"
"5392","GNCMA",808461,"GENERAL COMMUNICATION INC"
"5396","GND",878321,"GRAND CASINOS INC"
"5398","GNE",318771,"GENENTECH INC"
"5402","GNG",42246,"GOLDEN NUGGET INC"
"5403","GNL",884124,"GALEY & LORD INC"
"5405","GNN",43414,"GREAT NORTHERN NEKOOSA CORP"
"5406","GNSA",807873,"GENSIA INC"
"5407","GNSA",807873,"GENSIA SICOR INC"
"5408","GNT",890175,"GREEN TREE ACCEPTANCE INC"
"5409","GNT",890175,"GREEN TREE FINANCIAL CORP"
"5412","GNTA",880643,"GENTA INC"
"5413","GNTA",880643,"GENTA INCORPORATED"
"5414","GNTX",355811,"GENTEX CORP"
"5420","GON",1122976,"GEON CO"
"5423","GOSHA",75042,"OSHKOSH B GOSH INC"
"5428","GOSHA",75042,"OSHKOSH B'GOSH INC"
"5430","GOT",790414,"GOTTSCHALKS INC"
"5434","GOTK",844843,"GEOTEK COMMUNICATIONS INC"
"5435","GP",41077,"GEORGIA PACIFIC CORP"
"5442","GPC",40987,"GENUINE PARTS CO"
"5450","GPI",1031203,"GROUP 1 AUTOMOTIVE INC"
"5453","GPI",44420,"GUARDSMAN PRODUCTS INC"
"5455","GPK",886239,"GRAPHIC PACKAGING CORP"
"5457","GPK",892793,"GRAPHIC PACKAGING INTERNATIONAL CORP"
"5458","GPN",1123360,"GLOBAL PAYMENTS INC"
"5461","GPRO",820237,"GEN PROBE INC"
"5462","GPS",39911,"GAP INC"
"5469","GPS",39911,"THE GAP INC"
"5470","GPT",911935,"GREENPOINT FINANCIAL CORP"
"5474","GPU",40779,"GENERAL PUBLIC UTILS CORP"
"5477","GPU",40779,"G P U INC"
"5479","GQ",44279,"GRUMMAN CORP"
"5481","GR",42542,"GOODRICH B F CO"
"5486","GR",42542,"GOODRICH CORP"
"5488","GR",42542,"GOODRICH CORPORATION"
"5489","GRA",1045309,"GRACE W R & CO"
"5492","GRA",1045309,"GRACE W R & CO DEL"
"5494","GRB",41133,"GERBER SCIENTIFIC INC"
"5502","GRC",42682,"GORMAN RUPP CO"
"5506","GRE",44549,"GULF RESOURCES & CHEMICAL CORP"
"5507","GRE",44549,"GULF USA CORP"
"5508","GREY",43952,"GREY GLOBAL GROUP INC"
"5509","GRH",201944,"G R C INTERNATIONAL INC"
"5511","GRL",1035881,"GENERAL INSTRUMENT CORP"
"5512","GRN",317745,"GENERAL RE CORP"
"5516","GRO",44171,"GROW GROUP INC"
"5519","GRO",66895,"MISSISSIPPI CHEMICAL CORP"
"5522","GROS",33798,"GROSSMANS INC"
"5524","GRP",774624,"ALLIED GROUP INC"
"5525","GRP",1097313,"GRANT PRIDECO INC"
"5528","GRT",912898,"GLIMCHER REALTY TRUST"
"5529","GRTR",1032468,"GREATER NEW YORK SVGS BK NY"
"5532","GS",41499,"GILLETTE CO"
"5533","GS",886982,"GOLDMAN SACHS GROUP INC"
"5535","GS",886982,"THE GOLDMAN SACHS GROUP INC"
"5536","GSB",1019508,"GOLDEN STATE BANCORP INC"
"5539","GSCC",43142,"GRAPHIC SCANNING CORP"
"5540","GSF",1038914,"GLOBALSANTAFE CORP"
"5541","GSPN",1081197,"GLOBESPAN VIRATA INC"
"5543","GSU",44570,"GULF STATES UTILITIES CO"
"5544","GSX",88205,"GENERAL SIGNAL CORP"
"5548","GT",42582,"GOODYEAR TIRE & RUBR CO"
"5553","GT",42582,"GOODYEAR TIRE & RUBBER CO"
"5555","GT",42582,"THE GOODYEAR TIRE & RUBBER CO"
"5556","GTA",814242,"GREAT AMERICAN BANK FSB S D CA"
"5557","GTE",40858,"G T E CORP"
"5562","GTI",931148,"GRAFTECH INTERNATIONAL LTD"
"5564","GTIV",1096142,"GENTIVA HEALTH SERVICES INC"
"5565","GTK",857323,"GTECH HOLDINGS CORP"
"5569","GTN",43196,"GRAY TELEVISION INC"
"5570","GTRC",1021113,"GUITAR CENTER INC"
"5574","GTSG",946392,"GLOBAL TELESYSTEMS GROUP INC"
"5575","GTW",895812,"GATEWAY 2000 INC"
"5577","GTW",895812,"GATEWAY INC"
"5580","GTY",1052752,"GETTY PETROLEUM CORP"
"5583","GTY",1052752,"GETTY REALTY CORP NEW"
"5585","GTY",1052752,"GETTY REALTY CORP"
"5586","GULD",42791,"GOULDS PUMPS INC"
"5589","GVA",861459,"GRANITE CONSTRUCTION INC"
"5594","GVF",797394,"GOLDEN VALLEY MICROWAVE FD INC"
"5595","GW",320186,"GREY WOLF INC"
"5597","GWF",43512,"GREAT WESTERN FINANCIAL CORP"
"5600","GWTI",795579,"GROUNDWATER TECHNOLOGY"
"5602","GWW",277135,"GRAINGER W W INC"
"5607","GWW",277135,"WW GRAINGER INC"
"5608","GWW",277135,"W W GRAINGER INC"
"5610","GX",702993,"GEO INTERNATIONAL CORP"
"5612","GXP",1143068,"GREAT PLAINS ENERGY INC"
"5615","GY",40888,"GENCORP INC"
"5623","GYI",1047202,"GETTY IMAGES INC"
"5625","GYLD",884124,"GALEY & LORD INC"
"5626","GYMB",786110,"GYMBOREE CORP"
"5631","H",40493,"HARCOURT GENERAL INC"
"5634","HA",46025,"H A L INC"
"5636","HAD",44801,"HADSON CORP"
"5637","HAE",313143,"HAEMONETICS CORP MASS"
"5639","HAE",313143,"HAEMONETICS CORP"
"5642","HAIN",910406,"HAIN CELESTIAL GROUP INC"
"5644","HAIN",910406,"THE HAIN CELESTIAL GROUP INC"
"5645","HAKI",1009657,"HALL KINION & ASSOCIATES INC"
"5647","HAL",45012,"HALLIBURTON COMPANY"
"5652","HAL",45012,"HALLIBURTON CO"
"5655","HAML",727283,"HAMILTON OIL CORP"
"5656","HAR",800459,"HARMAN INTERNATIONL INDS INC NEW"
"5660","HAR",800459,"HARMAN INTERNATIONAL INDUSTRIES INC"
"5662","HAR",800459,"HARMAN INTERNATIONAL INDUSTRIES"
"5663","HARB",1029407,"HARBOR FLORIDA BANCSHARES INC"
